Creative_Type,Director,Distributor,IMDB_Rating,IMDB_Votes,MPAA_Rating,Major_Genre,Production_Budget,Release_Date,Rotten_Tomatoes_Rating,Running_Time_min,Source,Title,US_DVD_Sales,US_Gross,Worldwide_Gross
Historical Fiction,,Sony Pictures Classics,6.9,1490.0,PG-13,Drama,4500000.0,12-Feb-99,,,Original Screenplay,Tango,,1687311.0,1687311.0
Historical Fiction,Martin Scorsese,Sony/Columbia,7.1,16000.0,,Drama,34000000.0,17-Sep-93,81.0,,Based on Book/Short Story,The Age of Innocence,,32014993.0,32014993.0
Contemporary Fiction,Oliver Stone,Universal,7.0,5659.0,,Drama,4000000.0,1-Dec-88,80.0,,Based on Book/Short Story,Talk Radio,,3468572.0,3468572.0
,Tobe Hooper,New Line,6.1,39172.0,R,Horror,140000.0,18-Oct-74,90.0,,,The Texas Chainsaw Massacre,,26572439.0,26572439.0
Contemporary Fiction,Tobe Hooper,Cannon,5.1,7702.0,,Horror,4700000.0,22-Aug-86,43.0,,Remake,The Texas Chainsaw Massacre 2,,8025872.0,8025872.0
Science Fiction,Peter Hyams,Universal,5.5,16570.0,R,Action,28000000.0,16-Sep-94,47.0,,Based on Comic/Graphic Novel,Timecop,,44853581.0,102053581.0
Contemporary Fiction,Ron Shelton,Warner Bros.,6.1,17274.0,R,Romantic Comedy,45000000.0,16-Aug-96,69.0,105.0,Original Screenplay,Tin Cup,,53854588.0,75854588.0
,Alfred Hitchcock,,6.6,8670.0,,,3000000.0,16-Jul-66,81.0,,,Torn Curtain,,13000000.0,13000000.0
Contemporary Fiction,Gus Van Sant,Sony Pictures,6.8,18459.0,R,Black Comedy,20000000.0,27-Sep-95,87.0,,Based on Book/Short Story,To Die For,,21284514.0,27688744.0
,Roger Spottiswoode,,5.5,2479.0,,,3500000.0,1980-01-01,33.0,,,Terror Train,,8000000.0,8000000.0
Fantasy,,Atlantic,2.8,5207.0,,Comedy,3000000.0,20-Nov-87,14.0,,Original Screenplay,Teen Wolf Too,,7888000.0,7888000.0
Contemporary Fiction,Tony Scott,Sony Pictures,5.6,20640.0,R,Thriller/Suspense,55000000.0,16-Aug-96,40.0,117.0,Based on Book/Short Story,The Fan,,18582965.0,18582965.0
Contemporary Fiction,,Slowhand Cinema,5.3,2213.0,R,Horror,2600000.0,7-Dec-07,38.0,,Original Screenplay,Timber Falls,,0.0,0.0
Historical Fiction,,IDP Distribution,,,R,Drama,12500000.0,3-Sep-04,,,Original Screenplay,Tae Guik Gi: The Brotherhood of War,,1110186.0,69826708.0
Contemporary Fiction,,Fine Line,5.8,1795.0,R,Drama,250000.0,16-Jun-95,,,Original Screenplay,The Incredibly True Adventure of Two Girls in Love,,2210408.0,2477155.0
Contemporary Fiction,,Orion Pictures,6.3,507.0,R,Comedy,10500000.0,2-Sep-94,,,Original Screenplay,There Goes My Baby,,125169.0,125169.0
Science Fiction,,MGM,4.7,10772.0,R,Action,25000000.0,1-Mar-95,42.0,,Based on Comic/Graphic Novel,Tank Girl,,4064333.0,4064333.0
Contemporary Fiction,Tony Scott,Paramount Pictures,6.5,80013.0,,Action,15000000.0,16-May-86,45.0,,Original Screenplay,Top Gun,,176786701.0,353786701.0
,,MGM,7.0,27245.0,,Action,9000000.0,29-Dec-65,91.0,,Based on Book/Short Story,Thunderball,,63600000.0,141200000.0
,,,3.4,1113.0,,,2500000.0,31-Dec-09,,,,The Calling,,0.0,0.0
Fantasy,Andrew Fleming,Sony Pictures,5.9,21130.0,R,Thriller/Suspense,15000000.0,3-May-96,45.0,100.0,Original Screenplay,The Craft,,24769466.0,55669466.0
,Frank Capra,,8.3,25074.0,,Romantic Comedy,325000.0,1934-01-01,97.0,,,It Happened One Night,,2500000.0,2500000.0
Science Fiction,,Sony Pictures,5.6,24363.0,PG-13,Thriller/Suspense,22000000.0,28-Jul-95,33.0,,Original Screenplay,The Net,,50621733.0,110521733.0
Historical Fiction,,Hombre de Oro,6.1,584.0,R,Drama,3500000.0,19-Apr-00,,,Original Screenplay,La otra conquista,,886410.0,886410.0
,,,4.4,74.0,Not Rated,,500000.0,11-Jul-03,,,,The Journey,,19800.0,19800.0
Science Fiction,John Carpenter,Universal,7.0,20995.0,,Thriller/Suspense,4000000.0,4-Nov-88,88.0,,Based on Book/Short Story,They Live,,13000000.0,13000000.0
Contemporary Fiction,,Savoy,5.8,1860.0,R,Horror,6000000.0,24-May-95,33.0,,Original Screenplay,Tales from the Hood,,11784569.0,11784569.0
Fantasy,Terry Gilliam,Avco Embassy,6.9,22719.0,,Adventure,12000000.0,6-Nov-81,94.0,,Original Screenplay,Time Bandits,,37400000.0,37400000.0
Dramatization,George P. Cosmatos,Walt Disney Pictures,7.7,43688.0,R,Western,25000000.0,25-Dec-93,77.0,,Based on Real Life Events,Tombstone,,56505000.0,56505000.0
Fantasy,,Five & Two Pictures,5.0,1029.0,PG,Drama,825000.0,25-Oct-02,22.0,,Original Screenplay,Time Changer,,1500711.0,1500711.0
Fantasy,,New Line,5.3,12742.0,,Adventure,25000000.0,22-Mar-91,,,Based on Comic/Graphic Novel,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,,78656813.0,78656813.0
Fantasy,,New Line,4.3,9064.0,,Adventure,21000000.0,19-Mar-93,30.0,,Based on Comic/Graphic Novel,Teenage Mutant Ninja Turtles III,,42273609.0,42273609.0
Contemporary Fiction,Andrei Konchalovsky,Warner Bros.,5.8,25248.0,,Action,55000000.0,22-Dec-89,39.0,,Original Screenplay,Tango & Cash,,63408614.0,63408614.0
Fantasy,Steve Barron,New Line,6.4,25867.0,,Adventure,13500000.0,30-Mar-90,,,Based on TV,Teenage Mutant Ninja Turtles,,135265915.0,202000000.0
,Alfred Hitchcock,Universal,6.2,6389.0,,,4000000.0,19-Dec-69,71.0,,,Topaz,,6000000.0,6000000.0
Contemporary Fiction,Harold Becker,20th Century Fox,6.5,6515.0,,Drama,14000000.0,9-Dec-81,79.0,,Based on Book/Short Story,Taps,,35856053.0,35856053.0
Contemporary Fiction,Danny Boyle,Miramax,8.2,150483.0,R,Drama,3100000.0,19-Jul-96,89.0,94.0,Based on Book/Short Story,Trainspotting,,16501785.0,24000785.0
,John Frankenheimer,,7.8,4692.0,,,5800000.0,7-Mar-65,83.0,,,The Train,,6800000.0,6800000.0
Contemporary Fiction,,Sony/Columbia,4.7,3427.0,,Comedy,18000000.0,22-Mar-89,8.0,,Original Screenplay,Troop Beverly Hills,,7190505.0,7190505.0
Factual,,Paramount Pictures,6.9,3004.0,PG,Documentary,375000.0,21-May-99,,,Based on Real Life Events,Trekkies,,617172.0,617172.0
Contemporary Fiction,James Cameron,20th Century Fox,7.2,80581.0,R,Action,100000000.0,15-Jul-94,69.0,,Remake,True Lies,,146282411.0,365300000.0
Science Fiction,James Cameron,Sony Pictures,8.5,237477.0,R,Action,100000000.0,2-Jul-91,98.0,,Original Screenplay,Terminator 2: Judgment Day,,204859496.0,516816151.0
,,Zeitgeist,7.4,1069.0,Not Rated,Drama,1800000.0,7-Jan-05,,,Original Screenplay,Travellers and Magicians,,506793.0,1058893.0
Science Fiction,James Cameron,Orion Pictures,8.1,179606.0,,Action,6400000.0,26-Oct-84,100.0,,Original Screenplay,The Terminator,,38019031.0,78019031.0
Science Fiction,,Universal,7.2,29840.0,,Action,10000000.0,19-Jan-90,88.0,,Original Screenplay,Tremors,,16667084.0,16667084.0
Contemporary Fiction,Tony Scott,Warner Bros.,7.9,73829.0,,Thriller/Suspense,12500000.0,10-Sep-93,91.0,,Original Screenplay,True Romance,,12281000.0,12281000.0
Science Fiction,,Walt Disney Pictures,2.9,923.0,,Action,17000000.0,9-Jul-82,68.0,,Original Screenplay,Tron,,26918576.0,26918576.0
,,,6.7,1570.0,,,4000000.0,1956-01-01,60.0,,,Trapeze,,14400000.0,14400000.0
,,Phaedra Cinema,5.5,50.0,Not Rated,,25000.0,14-Jan-00,,,,The Terrorist,,195043.0,195043.0
Contemporary Fiction,,Rainforest Productions,3.3,360.0,NC-17,Thriller/Suspense,200000.0,11-Feb-00,,,Original Screenplay,Trois,,1161843.0,1161843.0
Contemporary Fiction,,Miramax,6.6,12789.0,R,Black Comedy,15000000.0,1-Dec-95,33.0,,Original Screenplay,Things to Do in Denver when You're Dead,,529766.0,529766.0
Contemporary Fiction,Joel Schumacher,Warner Bros.,7.1,38577.0,R,Drama,40000000.0,24-Jul-96,68.0,150.0,Based on Book/Short Story,A Time to Kill,,108766007.0,152266007.0
Science Fiction,Paul Verhoeven,Sony Pictures,7.4,70355.0,,Action,65000000.0,1-Jun-90,81.0,,Based on Book/Short Story,Total Recall,,119394839.0,261400000.0
,,,5.2,316.0,Not Rated,Drama,2000000.0,18-Jul-03,,,,This Thing of Ours,,37227.0,37227.0
Contemporary Fiction,Sydney Pollack,Sony Pictures,7.4,31669.0,,Comedy,15000000.0,17-Dec-82,87.0,,Original Screenplay,Tootsie,,177200000.0,177200000.0
Historical Fiction,Tom Hanks,20th Century Fox,6.7,25916.0,PG,Drama,2500000.0,4-Oct-96,92.0,110.0,Original Screenplay,That Thing You Do!,,25857416.0,31748615.0
,Alfred Hitchcock,Paramount Pictures,7.2,11580.0,,,1200000.0,3-Oct-55,89.0,,,The Trouble With Harry,,7000000.0,7000000.0
Contemporary Fiction,Ivan Reitman,Universal,,,,Comedy,15000000.0,9-Dec-88,33.0,,Original Screenplay,Twins,,111936388.0,216600000.0
Contemporary Fiction,Jan De Bont,Warner Bros.,6.0,61665.0,PG-13,Action,88000000.0,10-May-96,57.0,117.0,Based on Book/Short Story,Twister,,241888385.0,495900000.0
,John Guillermin,20th Century Fox,,,,,14000000.0,17-Dec-74,,,,Towering Inferno,,116000000.0,139700000.0
Contemporary Fiction,Martin Scorsese,Sony Pictures,8.6,155774.0,,Drama,1000000.0,8-Feb-76,98.0,,Original Screenplay,Taxi Driver,,21100000.0,21100000.0
,,,6.0,456.0,Not Rated,,5000000.0,13-Jun-03,,,,Tycoon,,121016.0,121016.0
Kids Fiction,John Lasseter,Walt Disney Pictures,8.2,151143.0,G,Adventure,30000000.0,22-Nov-95,100.0,,Original Screenplay,Toy Story,,191796233.0,361948825.0
Fantasy,Steven Spielberg,Warner Bros.,6.3,12054.0,,Horror,10000000.0,24-Jun-83,67.0,,Based on TV,Twilight Zone: The Movie,,29500000.0,29500000.0
Science Fiction,John Dahl,MGM,5.7,2284.0,R,Thriller/Suspense,18000000.0,23-Feb-96,23.0,,Original Screenplay,Unforgettable,,2483790.0,2483790.0
,,,6.6,12676.0,,,5000000.0,21-Jul-89,55.0,,,UHF,,6157157.0,6157157.0
Contemporary Fiction,,Orion Pictures,7.0,4041.0,R,Drama,2700000.0,13-Jun-97,94.0,,Original Screenplay,Ulee's Gold,,9054736.0,15600000.0
Contemporary Fiction,,Warner Bros.,5.1,15218.0,R,Action,60000000.0,14-Jul-95,34.0,,Original Screenplay,Under Siege 2: Dark Territory,,50024083.0,104324083.0
Dramatization,Brian De Palma,Paramount Pictures,8.0,86097.0,,Action,25000000.0,3-Jun-87,81.0,,Based on TV,The Untouchables,,76270454.0,76270454.0
Historical Fiction,,Warner Bros.,4.9,1263.0,,Comedy,20000000.0,31-Jul-81,,,Original Screenplay,Under the Rainbow,,18826490.0,18826490.0
Contemporary Fiction,,Yash Raj Films,7.3,4155.0,Not Rated,Drama,7000000.0,12-Nov-04,,,Original Screenplay,Veer-Zaara,,2938532.0,7017859.0
Fantasy,David Cronenberg,Universal,7.3,20080.0,,Horror,5952000.0,4-Feb-83,,,Original Screenplay,Videodrome,,2120439.0,2120439.0
Fantasy,,Miramax,6.7,7393.0,R,Comedy,7000000.0,12-Jul-96,,,Original Screenplay,Les Visiteurs,,659000.0,98754000.0
,,,,,,Comedy,20000000.0,27-Mar-98,,,Original Screenplay,"Couloirs du temps: Les visiteurs 2, Les",,146072.0,26146072.0
,,,7.3,682.0,,,2160000.0,1945-01-01,,,,The Valley of Decision,,9132000.0,9132000.0
Fantasy,Wes Craven,Paramount Pictures,4.3,8200.0,R,Horror,14000000.0,27-Oct-95,11.0,,Original Screenplay,Vampire in Brooklyn,,19637147.0,19637147.0
Contemporary Fiction,Sidney Lumet,20th Century Fox,7.7,10864.0,,Drama,16000000.0,8-Dec-82,96.0,,Based on Book/Short Story,The Verdict,,53977250.0,53977250.0
Science Fiction,,Paramount Pictures,5.3,11079.0,R,Action,30000000.0,4-Aug-95,34.0,,Original Screenplay,Virtuosity,,23998226.0,23998226.0
,,,6.7,418.0,R,,500000.0,2-Nov-01,,,,Everything Put Together,,0.0,0.0
Contemporary Fiction,John Glen,MGM,6.1,23770.0,,Action,30000000.0,24-May-85,39.0,,Based on Book/Short Story,A View to a Kill,,50327960.0,152627960.0
Historical Fiction,,Vineyard Distribution,5.6,365.0,PG-13,Drama,6500000.0,21-Oct-05,,100.0,Based on Book/Short Story,The Work and the Glory: American Zion,,2025032.0,2025032.0
Historical Fiction,Tony Goldwyn,Miramax,6.4,4125.0,R,Drama,14000000.0,26-Mar-99,74.0,,Original Screenplay,A Walk on the Moon,,4741987.0,4741987.0
Contemporary Fiction,,Excel Entertainment,6.0,531.0,PG,Drama,7500000.0,24-Nov-04,17.0,,Based on Book/Short Story,The Work and the Glory,,3347647.0,3347647.0
,,Off-Hollywood Distribution,5.1,82.0,Not Rated,Comedy,103000.0,3-Oct-03,,,,The Work and the Story,,16137.0,16137.0
Factual,,Captured Light,,,Not Rated,Documentary,4000000.0,6-Feb-04,,,Based on Real Life Events,What the #$'! Do We Know,,10941801.0,10941801.0
Contemporary Fiction,Christopher Guest,Sony Pictures Classics,7.4,14880.0,R,Comedy,4000000.0,31-Jan-97,,,Original Screenplay,Waiting for Guffman,,2922988.0,2922988.0
Fantasy,Robert Zemeckis,Walt Disney Pictures,7.6,53541.0,,Comedy,70000000.0,22-Jun-88,98.0,,Based on Book/Short Story,Who Framed Roger Rabbit?,,154112492.0,351500000.0
Historical Fiction,Randal Kleiser,Walt Disney Pictures,,,,Adventure,14000000.0,18-Jan-91,67.0,,Based on Book/Short Story,White Fang,,34729091.0,34729091.0
Dramatization,Ridley Scott,Walt Disney Pictures,6.4,8385.0,PG-13,Adventure,38000000.0,2-Feb-96,63.0,,Based on Real Life Events,White Squall,,10229300.0,10229300.0
,Lasse Hallstrom,Paramount Pictures,7.8,51219.0,,Drama,11000000.0,25-Dec-93,88.0,,,What's Eating Gilbert Grape,,9170214.0,9170214.0
Fantasy,,Cinema Guild,5.2,1666.0,,Horror,2000000.0,31-Dec-86,,,Original Screenplay,Witchboard,,7369373.0,7369373.0
,Sidney Lumet,,4.5,4896.0,,Musical,24000000.0,24-Oct-78,37.0,,,The Wiz,,13000000.0,13000000.0
Contemporary Fiction,,Miramax,6.5,1756.0,R,Romantic Comedy,1000000.0,17-Jul-96,86.0,,Original Screenplay,Walking and Talking,,1287480.0,1615787.0
Historical Fiction,Sam Peckinpah,Warner Bros.,8.2,31196.0,,Western,6000000.0,18-Jun-69,97.0,,Original Screenplay,The Wild Bunch,,509424.0,509424.0
Contemporary Fiction,Oliver Stone,20th Century Fox,7.3,35454.0,,Drama,15000000.0,11-Dec-87,78.0,,Original Screenplay,Wall Street,,43848100.0,43848100.0
,,,,,,,25000000.0,1-Jan-70,,,,Waterloo,,,
,Alfred Hitchcock,Warner Bros.,7.5,7531.0,,,1200000.0,23-Dec-56,89.0,,,The Wrong Man,,2000000.0,2000000.0
,,,,,R,,150000.0,23-Jun-00,,,,Woman Chaser,,110719.0,110719.0
,,,7.9,3035.0,,,2000000.0,12-Aug-27,96.0,,,Wings,,,
Contemporary Fiction,Neil Jordan,Paramount Pictures,5.6,7839.0,,Comedy,20000000.0,15-Dec-89,50.0,,Based on Play,We're No Angels,,10555348.0,10555348.0
Fantasy,Mike Nichols,Sony Pictures,6.0,20035.0,R,Thriller/Suspense,70000000.0,17-Jun-94,60.0,,Original Screenplay,Wolf,,65011757.0,131011757.0
Contemporary Fiction,Ronny Yu,MGM,4.0,1202.0,PG,Action,35000000.0,2-May-97,10.0,,Original Screenplay,Warriors of Virtue,,6448817.0,6448817.0
Science Fiction,John Badham,MGM,6.4,88.0,,Thriller/Suspense,12000000.0,3-Jun-83,,,Original Screenplay,War Games,,74433837.0,74433837.0
Science Fiction,Steve Miner,Trimark,5.9,4921.0,,Horror,7000000.0,10-Jan-91,,,Original Screenplay,Warlock,,8824553.0,8824553.0
,King Vidor,,6.8,2923.0,PG,,6000000.0,1956-01-01,50.0,,,War and Peace,,12500000.0,12500000.0
Science Fiction,,Trimark,4.9,1888.0,,Horror,3000000.0,24-Sep-93,,,Original Screenplay,Warlock: The Armageddon,,3902679.0,3902679.0
,,Sony Pictures,6.5,11647.0,R,,15300000.0,27-Sep-02,,,,Wasabi,,81525.0,7000000.0
,Robert Wise,,7.7,29488.0,,,6000000.0,18-Oct-61,92.0,,,West Side Story,,43700000.0,43700000.0
Contemporary Fiction,,Sony Pictures Classics,,,R,Comedy,300000.0,20-Sep-96,,,Original Screenplay,When The Cat's Away,,1652472.0,2525984.0
Contemporary Fiction,Todd Solondz,Sony Pictures Classics,7.3,13469.0,R,Comedy,800000.0,10-May-96,,,Original Screenplay,Welcome to the Dollhouse,,4198137.0,4726732.0
Contemporary Fiction,Peter Weir,Paramount Pictures,7.6,30460.0,,Thriller/Suspense,12000000.0,8-Feb-85,94.0,,Original Screenplay,Witness,,65532576.0,65532576.0
Science Fiction,Kevin Reynolds,Universal,5.7,54126.0,PG-13,Action,175000000.0,28-Jul-95,42.0,,Original Screenplay,Waterworld,,88246220.0,264246220.0
,,,7.8,46824.0,,,3000000.0,30-Jun-71,90.0,,,Willy Wonka & the Chocolate Factory,,4000000.0,4000000.0
Contemporary Fiction,Penelope Spheeris,Paramount Pictures,6.9,42570.0,PG-13,Comedy,20000000.0,14-Feb-92,84.0,,Based on TV,Wayne's World,,121697323.0,183097323.0
Dramatization,Lawrence Kasdan,Warner Bros.,6.4,15614.0,PG-13,Western,63000000.0,24-Jun-94,42.0,,Based on Real Life Events,Wyatt Earp,,25052000.0,25052000.0
Fantasy,King Vidor,Warner Bros.,8.3,102795.0,G,Musical,2777000.0,25-Aug-39,,103.0,Based on Book/Short Story,The Wizard of Oz,,28202232.0,28202232.0
Contemporary Fiction,,Warner Bros.,6.3,18569.0,R,Thriller/Suspense,55000000.0,15-Mar-96,65.0,132.0,Original Screenplay,Executive Decision,,56679192.0,122079192.0
,,,6.8,3546.0,,,4000000.0,1-Jan-60,67.0,,,Exodus,,21750000.0,21750000.0
Contemporary Fiction,William Friedkin,Warner Bros.,8.1,103131.0,R,Horror,12000000.0,26-Dec-73,84.0,,Based on Book/Short Story,The Exorcist,,204632868.0,402500000.0
Contemporary Fiction,Michael Apted,Sony Pictures,5.9,8038.0,R,Drama,38000000.0,27-Sep-96,55.0,117.0,Based on Book/Short Story,Extreme Measures,,17378193.0,17378193.0
,Frank Capra,,8.0,8597.0,,,1644000.0,1938-01-01,96.0,,,You Can't Take It With You,,4000000.0,4000000.0
Contemporary Fiction,John Schlesinger,Paramount Pictures,5.7,4837.0,R,Drama,20000000.0,12-Jan-96,,101.0,Based on Book/Short Story,Eye for an Eye,,26792700.0,26792700.0
Historical Fiction,,20th Century Fox,6.6,21404.0,,Western,13000000.0,12-Aug-88,40.0,,Original Screenplay,Young Guns,,44726644.0,44726644.0
,Mel Brooks,20th Century Fox,8.0,57106.0,,,2800000.0,15-Dec-74,93.0,,,Young Frankenstein,15500333.0,86300000.0,86300000.0
,Barbra Streisand,MGM/UA Classics,6.2,4952.0,,Musical,12000000.0,18-Nov-83,71.0,,Based on Book/Short Story,Yentl,,39012241.0,39012241.0
,,MGM,7.0,24701.0,,Action,9500000.0,13-Jun-67,70.0,,Based on Book/Short Story,You Only Live Twice,,43100000.0,111600000.0
Factual,,Kino International,7.3,181.0,Not Rated,Documentary,300000.0,19-Jul-02,,,,Ayurveda: Art of Being,,16892.0,2066892.0
Historical Fiction,Barry Levinson,Paramount Pictures,6.5,7293.0,,Adventure,18000000.0,4-Dec-85,63.0,,Based on Book/Short Story,Young Sherlock Holmes,,19739000.0,19739000.0
Kids Fiction,Kevin Lima,Walt Disney Pictures,4.4,7147.0,G,Comedy,85000000.0,22-Nov-00,30.0,100.0,Based on Book/Short Story,102 Dalmatians,,66941559.0,66941559.0
Contemporary Fiction,,Walt Disney Pictures,6.9,61910.0,PG-13,Romantic Comedy,13000000.0,31-Mar-99,,97.0,Based on Play,Ten Things I Hate About You,,38177966.0,38177966.0
Historical Fiction,Roland Emmerich,Warner Bros.,5.8,134.0,PG-13,Adventure,105000000.0,7-Mar-08,9.0,,Original Screenplay,"10,000 B.C.",27044045.0,94784201.0,269065678.0
Dramatization,Robert Moresco,ThinkFilm,6.3,3655.0,Not Rated,Drama,8000000.0,18-Aug-06,19.0,,Based on Real Life Events,10th & Wolf,,54702.0,54702.0
,,,7.3,18261.0,R,,6000000.0,12-Aug-05,,,,11:14,,0.0,0.0
Science Fiction,Matt Reeves,Paramount Pictures,7.4,136068.0,PG-13,Action,25000000.0,18-Jan-08,76.0,,Original Screenplay,Cloverfield,29180398.0,80048433.0,170764033.0
Contemporary Fiction,Renny Harlin,20th Century Fox,5.4,8914.0,PG-13,Action,20000000.0,27-Mar-09,28.0,108.0,Original Screenplay,12 Rounds,8283859.0,12234694.0,18184083.0
Contemporary Fiction,,Sony Pictures Classics,7.1,6188.0,R,Drama,3000000.0,24-May-02,,,Original Screenplay,Thirteen Conversations About One Thing,,3287435.0,3705923.0
Contemporary Fiction,Gary Winick,Sony Pictures,6.1,32634.0,PG-13,Comedy,30000000.0,23-Apr-04,,98.0,Original Screenplay,13 Going On 30,,57139723.0,96439723.0
Fantasy,,Warner Bros.,5.1,23243.0,R,Horror,19000000.0,26-Oct-01,,91.0,Original Screenplay,Thirteen Ghosts,,41867960.0,68467960.0
Contemporary Fiction,,MGM,6.9,72913.0,PG-13,Horror,22500000.0,22-Jun-07,78.0,102.0,Based on Book/Short Story,1408,49668544.0,71985628.0,128529299.0
Contemporary Fiction,,New Line,6.1,25566.0,R,Thriller/Suspense,42000000.0,9-Mar-01,32.0,120.0,Original Screenplay,15 Minutes,,24375436.0,56331864.0
Contemporary Fiction,,Waterdog Films,,,,Romantic Comedy,1000000.0,3-Sep-10,,,Original Screenplay,16 to Life,,10744.0,10744.0
Contemporary Fiction,Richard Donner,Warner Bros.,6.7,41207.0,PG-13,Action,45000000.0,3-Mar-06,55.0,,Original Screenplay,16 Blocks,17523555.0,36895141.0,65595141.0
,,MGM,5.7,627.0,,,18000000.0,24-Sep-99,,,,One Man's Hero,,229311.0,229311.0
Contemporary Fiction,Forest Whitaker,20th Century Fox,4.7,6839.0,PG,Romantic Comedy,30000000.0,24-Sep-04,8.0,,Original Screenplay,First Daughter,,9055010.0,10419084.0
Science Fiction,Roland Emmerich,Sony Pictures,6.2,396.0,PG-13,Action,200000000.0,13-Nov-09,39.0,158.0,Original Screenplay,2012,50736023.0,166112167.0,766812167.0
Science Fiction,Wong Kar-wai,Sony Pictures Classics,7.5,19431.0,R,Drama,12000000.0,5-Aug-05,,,Original Screenplay,2046,,1442338.0,19202856.0
,,Fox Searchlight,4.9,1423.0,R,Comedy,66000.0,26-Feb-99,,,Original Screenplay,20 Dates,,541636.0,541636.0
Contemporary Fiction,Robert Luketic,Sony Pictures,6.7,60918.0,PG-13,Thriller/Suspense,35000000.0,21-Mar-08,35.0,,Based on Book/Short Story,21,25789928.0,81159365.0,157852532.0
Contemporary Fiction,Alejandro Gonzalez Inarritu,Focus Features,7.9,77910.0,R,Drama,20000000.0,21-Nov-03,81.0,,Original Screenplay,21 Grams,,16248701.0,60448701.0
Contemporary Fiction,Spike Lee,Walt Disney Pictures,7.9,58781.0,R,Drama,4500000.0,19-Dec-02,78.0,,Based on Book/Short Story,25th Hour,,13084595.0,23928503.0
Contemporary Fiction,Betty Thomas,Sony Pictures,5.8,17937.0,PG-13,Comedy,43000000.0,14-Apr-00,30.0,103.0,Original Screenplay,28 Days,,37035515.0,62063972.0
Science Fiction,Danny Boyle,Fox Searchlight,7.6,103525.0,R,Horror,15000000.0,27-Jun-03,89.0,113.0,Original Screenplay,28 Days Later...,,45064915.0,82719885.0
Science Fiction,,20th Century Fox,7.1,69558.0,R,Horror,15000000.0,11-May-07,,91.0,Original Screenplay,28 Weeks Later,24422887.0,28638916.0,64238440.0
Kids Fiction,Jean-Jacques Annaud,Universal,6.0,127.0,PG,Drama,72000000.0,25-Jun-04,77.0,,Original Screenplay,Two Brothers,,18947630.0,39925603.0
Contemporary Fiction,Kevin Smith,Warner Bros.,5.7,16520.0,R,Comedy,37000000.0,26-Feb-10,19.0,,Original Screenplay,Cop Out,11433110.0,44875481.0,44875481.0
Contemporary Fiction,James Gray,Magnolia Pictures,7.3,10325.0,R,Drama,12000000.0,13-Feb-09,,,Original Screenplay,Two Lovers,,3149034.0,11549034.0
Contemporary Fiction,D.J. Caruso,Universal,,,R,Drama,20000000.0,7-Oct-05,,123.0,Original Screenplay,2 For the Money,,22991379.0,27848418.0
Historical Fiction,,New Line,7.5,19040.0,PG,Drama,30000000.0,19-Sep-03,60.0,111.0,Original Screenplay,Secondhand Lions,,42023715.0,47855342.0
Contemporary Fiction,,Sony Pictures,5.6,2370.0,R,Romantic Comedy,13000000.0,7-Sep-01,43.0,91.0,Original Screenplay,Two Can Play That Game,,22235901.0,22391450.0
Contemporary Fiction,,Warner Bros.,5.8,35515.0,PG-13,Romantic Comedy,60000000.0,20-Dec-02,42.0,110.0,Original Screenplay,Two Weeks Notice,,93354918.0,199043309.0
