Aircraft__Airline_Operator,Aircraft__Make_Model,Airport__Name,Cost__Other,Cost__Repair,Cost__Total_$,Effect__Amount_of_damage,Flight_Date,Origin_State,Speed_IAS_in_knots,When__Phase_of_flight,When__Time_of_day,Wildlife__Size,Wildlife__Species
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,6/15/93 0:00,Louisiana,120.0,Take-off run,Day,Medium,Unknown bird or bat
AMERICAN AIRLINES,A-300,JOHN F KENNEDY INTL,0,0,0,None,6/15/93 0:00,New York,,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-757-200,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,6/15/93 0:00,Texas,130.0,Approach,Day,Small,Unknown bird - small
MILITARY,B-52,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,6/16/93 0:00,Louisiana,150.0,Approach,Day,Medium,Unknown bird or bat
BUSINESS,C-560,TETERBORO AIRPORT,0,0,0,None,6/16/93 0:00,New Jersey,110.0,Approach,Day,Medium,Mallard
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,6/16/93 0:00,Louisiana,130.0,Approach,Night,Medium,Unknown bird or bat
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,6/16/93 0:00,Louisiana,135.0,Approach,Night,Medium,Unknown bird or bat
DELTA AIR LINES,B-757-200,SALT LAKE CITY INTL,0,0,0,None,6/16/93 0:00,Utah,125.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-727-200,CHICAGO O'HARE INTL ARPT,0,0,0,Minor,6/19/93 0:00,Illinois,,Approach,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,CHICAGO O'HARE INTL ARPT,0,0,0,None,6/19/93 0:00,Illinois,170.0,Approach,Dusk,Medium,Unknown bird - medium
UNITED AIRLINES,B-737,SAN FRANCISCO INTL ARPT,0,0,0,None,6/19/93 0:00,California,120.0,Take-off run,Day,Small,Western meadowlark
AMERICAN AIRLINES,MD-80,NASHVILLE INTL,0,0,0,None,6/19/93 0:00,Tennessee,145.0,Climb,Dusk,Small,Unknown bird - small
AMERICAN AIRLINES,B-727,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,6/20/93 0:00,Texas,150.0,Approach,Day,Small,Unknown bird - small
TRANS STATES AIRLINES,B-737,ATLANTIC CITY INTL,0,0,0,Medium,6/20/93 0:00,New Jersey,75.0,Take-off run,Night,Small,Killdeer
MILITARY,T-43A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,6/22/93 0:00,Louisiana,120.0,Approach,Day,Medium,Unknown bird or bat
UNITED AIRLINES,B-767-200,JOHN F KENNEDY INTL,0,0,0,Substantial,6/22/93 0:00,New York,,Climb,Day,Small,Laughing gull
US AIRWAYS*,B-737-300,SAN FRANCISCO INTL ARPT,0,0,0,None,6/23/93 0:00,California,120.0,Approach,Day,Medium,Unknown bird - medium
COMAIR AIRLINES,SAAB-340,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,6/24/93 0:00,Kentucky,,Approach,Day,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-300,CHICAGO MIDWAY INTL ARPT,0,0,0,None,6/24/93 0:00,Illinois,,Approach,Day,Small,Unknown bird - small
COMAIR AIRLINES,EMB-120,WASHINGTON DULLES INTL ARPT,0,0,0,None,6/26/93 0:00,DC,120.0,Climb,Day,Medium,American crow
EXPRESSJET (CONTINENTAL EXPRS),EMB-120,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,6/27/93 0:00,Kentucky,120.0,Landing Roll,Day,Small,Unknown bird - small
AMERICAN AIRLINES,FOKKER F100,CHICAGO O'HARE INTL ARPT,0,0,0,None,6/27/93 0:00,Illinois,130.0,Approach,Dusk,Small,Unknown bird - small
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,6/28/93 0:00,Louisiana,120.0,Climb,Day,Medium,Unknown bird or bat
DELTA AIR LINES,B-727,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,6/28/93 0:00,Kentucky,0.0,Climb,Day,Small,Unknown bird - small
CONTINENTAL AIRLINES,B-737,INDIANAPOLIS INTL,0,0,0,None,6/29/93 0:00,Indiana,50.0,Take-off run,Dusk,Large,Unknown bird - large
US AIRWAYS*,B-727,GREATER PITTSBURGH,0,0,0,None,6/29/93 0:00,Pennsylvania,130.0,Landing Roll,Day,Medium,Unknown bird - medium
US AIRWAYS*,B-737-400,ORLANDO INTL,0,0,0,Substantial,6/29/93 0:00,Florida,100.0,Take-off run,Day,Small,Unknown bird - small
MILITARY,A-10A,BARKSDALE AIR FORCE BASE ARPT,0,4449,4449,None,6/30/93 0:00,Louisiana,175.0,Climb,Day,Medium,Unknown bird or bat
MILITARY,C-141B,MEMPHIS INTL,0,3696,3696,None,6/30/93 0:00,Tennessee,,Approach,Dusk,Small,Mourning dove
UNITED AIRLINES,DC-10-10,CHICAGO O'HARE INTL ARPT,0,0,0,Minor,7/1/93 0:00,Illinois,,Take-off run,Night,Large,White-tailed deer
AMERICAN AIRLINES,MD-82,SAN ANTONIO INTL,0,0,0,None,7/1/93 0:00,Texas,200.0,Approach,Day,Small,Unknown bird - small
US AIRWAYS*,MD-80,NEW ORLEANS INTL,0,0,0,None,7/1/93 0:00,Louisiana,,Landing Roll,Day,Small,Mourning dove
US AIRWAYS*,B-737-300,RONALD REAGAN WASHINGTON NATL,0,0,0,None,7/2/93 0:00,DC,130.0,Approach,Day,Small,Unknown bird - small
UPS AIRLINES,DC-8,LOUISVILLE INTL ARPT,0,0,0,None,7/2/93 0:00,Kentucky,145.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,MINETA SAN JOSE INTL,0,0,0,None,7/2/93 0:00,California,140.0,Climb,Day,Small,American kestrel
CONTINENTAL AIRLINES,B-727-200,LOS ANGELES INTL,0,0,0,None,7/3/93 0:00,California,110.0,Landing Roll,Day,Small,Rock pigeon
AMERICAN AIRLINES,MD-80,PHILADELPHIA INTL,0,0,0,None,7/3/93 0:00,Pennsylvania,100.0,Take-off run,Day,Small,Unknown bird - small
UPS AIRLINES,DC-8,LOUISVILLE INTL ARPT,0,0,0,None,7/3/93 0:00,Kentucky,130.0,Approach,Night,Small,Unknown bird - small
UNITED AIRLINES,B-757-200,CHICAGO O'HARE INTL ARPT,0,0,0,None,7/4/93 0:00,Illinois,140.0,Climb,Day,Small,European starling
AMERICAN AIRLINES,MD-80,CHICAGO O'HARE INTL ARPT,0,0,0,None,7/4/93 0:00,Illinois,50.0,Take-off run,Day,Small,Eastern meadowlark
AMERICAN EAGLE AIRLINES,BA-31 JETSTR,NASHVILLE INTL,0,0,0,Substantial,7/5/93 0:00,Tennessee,105.0,Approach,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/5/93 0:00,Texas,140.0,Approach,Day,Small,Unknown bird - small
MILITARY,C-130H,LOUISVILLE INTL ARPT,0,0,0,None,7/6/93 0:00,Kentucky,110.0,Landing Roll,Day,Medium,Unknown bird or bat
US AIRWAYS*,B-727-200,DETROIT METRO WAYNE COUNTY ARPT,0,0,0,None,7/6/93 0:00,Michigan,150.0,Climb,Dawn,Small,Unknown bird - small
AMERICAN AIRLINES,A-300,JOHN F KENNEDY INTL,0,0,0,None,7/6/93 0:00,New York,140.0,Approach,Day,Small,Unknown bird - small
US AIRWAYS*,B-737,GREATER PITTSBURGH,0,0,0,None,7/6/93 0:00,Pennsylvania,145.0,Approach,Day,Small,European starling
MILITARY,T-37B,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,7/7/93 0:00,Louisiana,100.0,Climb,Day,Medium,Unknown bird or bat
MILITARY,F-16,ATLANTIC CITY INTL,0,0,0,None,7/7/93 0:00,New Jersey,,Climb,Day,Medium,Unknown bird or bat
BUSINESS,BA-31 JETSTR,GREATER PITTSBURGH,0,0,0,None,7/7/93 0:00,Pennsylvania,120.0,Approach,Dawn,Small,Rock pigeon
DELTA AIR LINES,B-727,RONALD REAGAN WASHINGTON NATL,0,0,0,None,7/7/93 0:00,DC,135.0,Approach,Day,Small,European starling
AMERICAN AIRLINES,MD-82,SAN ANTONIO INTL,0,0,0,None,7/8/93 0:00,Texas,,Approach,Day,Small,Unknown bird - small
AMERICAN EAGLE AIRLINES,BA-31 JETSTR,NASHVILLE INTL,0,0,0,None,7/9/93 0:00,Tennessee,130.0,Approach,Day,Small,Unknown bird - small
UPS AIRLINES,DC-8-70,LOUISVILLE INTL ARPT,0,0,0,None,7/9/93 0:00,Kentucky,140.0,Approach,Night,Small,Unknown bird - small
MILITARY,C-141B,CHARLESTON AFB/INTL ARPT,0,0,0,None,7/11/93 0:00,South Carolina,190.0,Approach,Day,Medium,Unknown bird or bat
US AIRWAYS*,B-737-200,NASHVILLE INTL,0,0,0,Minor,7/12/93 0:00,Tennessee,200.0,Climb,Day,Medium,Unknown bird - medium
NORTHWEST AIRLINES,DC-9,LOUISVILLE INTL ARPT,0,0,0,None,7/12/93 0:00,Kentucky,160.0,Take-off run,Day,Small,Mourning dove
AMERICAN AIRLINES,FOKKER F100,EPPLEY AIRFIELD,0,0,0,None,7/12/93 0:00,Nebraska,100.0,Take-off run,Day,Small,Unknown bird - small
ATLANTIC COAST AIRLINES,BA-31 JETSTR,WASHINGTON DULLES INTL ARPT,0,0,0,None,7/13/93 0:00,DC,100.0,Landing Roll,Day,Large,Canada goose
MILITARY,KC-135,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,7/13/93 0:00,Louisiana,138.0,Approach,Dusk,Medium,Unknown bird or bat
AMERICAN AIRLINES,MD-80,GEORGE BUSH INTERCONTINENTAL,0,0,0,None,7/13/93 0:00,Texas,128.0,Take-off run,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-83,CHICAGO O'HARE INTL ARPT,0,0,0,None,7/13/93 0:00,Illinois,125.0,Approach,Night,Small,Unknown bird - small
UNITED AIRLINES,B-737-500,PORTLAND INTL (OR),0,0,0,Minor,7/14/93 0:00,Oregon,,Approach,Night,Small,Unknown bird - small
MILITARY,C-130E,ATLANTIC CITY INTL,0,21992,21992,None,7/15/93 0:00,New Jersey,,Take-off run,Dusk,Large,White-tailed deer
TRANS WORLD AIRLINES,B-727-200,NEW ORLEANS INTL,0,0,0,None,7/15/93 0:00,Louisiana,,Approach,Day,Small,Unknown bird - small
TRANS WORLD AIRLINES,B-767-200,JOHN F KENNEDY INTL,0,0,0,None,7/17/93 0:00,New York,,Approach,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,SALT LAKE CITY INTL,0,0,0,None,7/17/93 0:00,Utah,160.0,Climb,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-727,CHICAGO O'HARE INTL ARPT,0,0,0,None,7/17/93 0:00,Illinois,,Take-off run,Day,Medium,Mallard
DELTA AIR LINES,MD-88,MEMPHIS INTL,0,0,0,None,7/18/93 0:00,Tennessee,230.0,Climb,Day,Small,Unknown bird - small
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,7/19/93 0:00,Louisiana,157.0,Take-off run,Day,Medium,Unknown bird or bat
NORTHWEST AIRLINES,B-757-200,DETROIT METRO WAYNE COUNTY ARPT,0,0,0,None,7/20/93 0:00,Michigan,,Climb,Day,Medium,Unknown bird - medium
MILITARY,KC-135,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,7/20/93 0:00,Louisiana,130.0,Take-off run,Day,Medium,Unknown bird or bat
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,7/21/93 0:00,Louisiana,150.0,Approach,Day,Medium,Unknown bird or bat
UNITED AIRLINES,B-737-200,NEW ORLEANS INTL,0,0,0,None,7/21/93 0:00,Louisiana,,Approach,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,SAN ANTONIO INTL,0,0,0,None,7/22/93 0:00,Texas,124.0,Approach,Day,Medium,Unknown bird - medium
DELTA AIR LINES,B-767,SALT LAKE CITY INTL,0,0,0,None,7/22/93 0:00,Utah,,Approach,Night,Medium,Unknown bird - medium
US AIRWAYS*,B-737-200,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,7/23/93 0:00,North Carolina,170.0,Approach,Dusk,Medium,Unknown bird - medium
NORTHWEST AIRLINES,B-747,MINNEAPOLIS-ST PAUL INTL,0,0,0,Substantial,7/23/93 0:00,Minnesota,150.0,Climb,Day,Small,European starling
US AIRWAYS*,MD-80,GREATER PITTSBURGH,0,0,0,None,7/23/93 0:00,Pennsylvania,135.0,Approach,Day,Small,Unknown bird - small
US AIRWAYS*,B-737-300,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,7/23/93 0:00,Kentucky,,Take-off run,Day,Small,Unknown bird - small
TRANS WORLD AIRLINES,DC-9-30,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/23/93 0:00,Texas,145.0,Take-off run,Day,Small,European starling
ATLANTIC SOUTHEAST,B-727-200,NEWARK LIBERTY INTL ARPT,0,0,0,None,7/23/93 0:00,New Jersey,140.0,Approach,Dusk,Small,European starling
AMERICAN AIRLINES,B-727,NASHVILLE INTL,0,0,0,None,7/23/93 0:00,Tennessee,140.0,Approach,Dusk,Small,Mourning dove
US AIRWAYS*,B-737-300,LOGAN INTL,0,0,0,None,7/24/93 0:00,Massachusetts,,Landing Roll,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,LOS ANGELES INTL,0,0,0,None,7/24/93 0:00,California,125.0,Landing Roll,Day,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-500,NASHVILLE INTL,0,0,0,None,7/24/93 0:00,Tennessee,130.0,Take-off run,Day,Small,Unknown bird - small
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,7/25/93 0:00,Louisiana,200.0,Approach,Day,Medium,Unknown bird or bat
AMERICAN AIRLINES,B-727-200,CHICAGO O'HARE INTL ARPT,0,0,0,None,7/25/93 0:00,Illinois,136.0,Approach,Day,Small,Rock pigeon
MILITARY,KC-135E,ATLANTIC CITY INTL,0,0,0,None,7/26/93 0:00,New Jersey,170.0,Climb,Day,Medium,Unknown bird - medium
US AIRWAYS*,DC-9,GREATER PITTSBURGH,0,0,0,None,7/26/93 0:00,Pennsylvania,160.0,Climb,Day,Small,Mourning dove
DELTA AIR LINES,B-727,ORLANDO INTL,0,0,0,None,7/26/93 0:00,Florida,135.0,Take-off run,Day,Small,Unknown bird - small
ALOHA AIRLINES,B-737-200,HONOLULU INTL ARPT,0,0,0,None,7/26/93 0:00,Hawaii,100.0,Take-off run,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-727-200,CHICAGO O'HARE INTL ARPT,0,0,0,None,7/27/93 0:00,Illinois,125.0,Take-off run,Day,Medium,Mallard
AMERICAN AIRLINES,FOKKER F100,MEMPHIS INTL,0,0,0,None,7/27/93 0:00,Tennessee,,Take-off run,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-82,CLEVELAND-HOPKINS INTL ARPT,0,0,0,None,7/27/93 0:00,Ohio,130.0,Approach,Night,Small,Unknown bird - small
AMERICAN EAGLE AIRLINES,SAAB-340,NASHVILLE INTL,0,0,0,None,7/28/93 0:00,Tennessee,115.0,Approach,Dusk,Large,Unknown bird - large
MILITARY,C-141B,CHARLESTON AFB/INTL ARPT,0,0,0,None,7/29/93 0:00,South Carolina,70.0,Take-off run,Dawn,Medium,Red-tailed hawk
PSA AIRLINES,BA-31 JETSTR,GREATER PITTSBURGH,0,0,0,None,7/29/93 0:00,Pennsylvania,,Landing Roll,Day,Medium,Unknown bird - medium
BUSINESS,C-421,BALTIMORE WASH INTL,0,0,0,None,7/29/93 0:00,Maryland,,Take-off run,Day,Medium,American crow
AMERICAN AIRLINES,FOKKER F100,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,7/29/93 0:00,Kentucky,180.0,Climb,Day,Small,Mourning dove
MILITARY,C-141B,CHARLESTON AFB/INTL ARPT,0,0,0,None,7/30/93 0:00,South Carolina,140.0,Climb,Day,Medium,Unknown bird or bat
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,7/30/93 0:00,Louisiana,130.0,Take-off run,Day,Medium,Unknown bird or bat
AMERICAN AIRLINES,B-727,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/30/93 0:00,Texas,,Take-off run,Day,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-500,SAN ANTONIO INTL,0,0,0,None,7/30/93 0:00,Texas,120.0,Take-off run,Day,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-200,CHICAGO MIDWAY INTL ARPT,0,0,0,Minor,7/30/93 0:00,Illinois,140.0,Approach,Day,Small,American robin
AMERICAN AIRLINES,MD-80,CHICAGO O'HARE INTL ARPT,0,0,0,None,7/30/93 0:00,Illinois,140.0,Approach,Day,Small,American kestrel
AMERICAN AIRLINES,A-300,NEWARK LIBERTY INTL ARPT,0,0,0,None,7/31/93 0:00,New Jersey,220.0,Climb,Day,Small,Unknown bird - small
TRANS WORLD AIRLINES,B-727,NEW ORLEANS INTL,0,0,0,None,8/1/93 0:00,Louisiana,,Landing Roll,Day,Medium,Unknown bird - medium
US AIRWAYS*,DC-9-30,BALTIMORE WASH INTL,0,0,0,None,8/1/93 0:00,Maryland,150.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,SALT LAKE CITY INTL,0,0,0,None,8/1/93 0:00,Utah,130.0,Approach,Day,Small,Unknown bird - small
PRIVATELY OWNED,C-152,BALTIMORE WASH INTL,0,0,0,None,8/1/93 0:00,Maryland,,Climb,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-727,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/1/93 0:00,Texas,100.0,Landing Roll,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,LAGUARDIA NY,0,0,0,None,8/2/93 0:00,New York,140.0,Climb,Dawn,Small,Unknown bird - small
AMERICAN AIRLINES,MD-82,ORLANDO INTL,0,0,0,None,8/2/93 0:00,Florida,125.0,Take-off run,Day,Small,Unknown bird - small
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,8/3/93 0:00,Louisiana,135.0,Approach,Day,Medium,Unknown bird or bat
AMERICAN AIRLINES,FOKKER F100,NASHVILLE INTL,0,0,0,None,8/3/93 0:00,Tennessee,150.0,Take-off run,Day,Small,Unknown bird - small
UPS AIRLINES,B-757-200,LOUISVILLE INTL ARPT,0,0,0,None,8/3/93 0:00,Kentucky,130.0,Approach,Night,Small,Unknown bird - small
PRIVATELY OWNED,BE-58  BARON,LOUISVILLE INTL ARPT,0,0,0,Minor,8/4/93 0:00,Kentucky,,Landing Roll,Day,Medium,Unknown bird - medium
BUSINESS,DA-20 FALCON,LOS ANGELES INTL,964,144645,145609,Substantial,8/4/93 0:00,California,15.0,Take-off run,Night,Medium,Red-tailed hawk
MILITARY,F-15,PORTLAND INTL (OR),0,0,0,None,8/4/93 0:00,Oregon,300.0,Climb,Day,Small,American robin
AMERICAN AIRLINES,MD-82,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/4/93 0:00,Texas,120.0,Take-off run,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-727-200,CHICAGO O'HARE INTL ARPT,0,0,0,None,8/5/93 0:00,Illinois,142.0,Approach,Dusk,Small,Unknown bird - small
MILITARY,C-141B,CHARLESTON AFB/INTL ARPT,0,0,0,None,8/6/93 0:00,South Carolina,126.0,Approach,Day,Medium,Unknown bird or bat
AMERICAN AIRLINES,MD-80,CHICAGO O'HARE INTL ARPT,0,0,0,None,8/6/93 0:00,Illinois,250.0,Climb,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/7/93 0:00,Texas,130.0,Approach,Day,Small,Mourning dove
MILITARY,C-141,ATLANTIC CITY INTL,0,0,0,None,8/7/93 0:00,New Jersey,,Climb,Day,Small,Laughing gull
US AIRWAYS*,MD-80,INDIANAPOLIS INTL,0,0,0,Substantial,8/8/93 0:00,Indiana,160.0,Climb,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-82,SAN ANTONIO INTL,0,0,0,None,8/8/93 0:00,Texas,140.0,Approach,Night,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-300,CHICAGO MIDWAY INTL ARPT,0,0,0,None,8/8/93 0:00,Illinois,105.0,Landing Roll,Night,Small,Unknown bird - small
AMERICAN EAGLE AIRLINES,SAAB-340,GREATER PITTSBURGH,0,0,0,None,8/8/93 0:00,Pennsylvania,80.0,Landing Roll,Night,Small,Mourning dove
PIEDMONT AIRLINES,DHC8 DASH 8,BALTIMORE WASH INTL,0,0,0,None,8/9/93 0:00,Maryland,170.0,Approach,Day,Medium,Unknown bird - medium
MILITARY,C-141B,CHARLESTON AFB/INTL ARPT,0,0,0,None,8/9/93 0:00,South Carolina,130.0,Approach,Day,Medium,Unknown bird or bat
SOUTHWEST AIRLINES,B-737,METRO OAKLAND INTL,0,0,0,None,8/9/93 0:00,California,,Climb,Day,Medium,Unknown bird - medium
CONTINENTAL AIRLINES,MD-80,CLEVELAND-HOPKINS INTL ARPT,0,0,0,None,8/9/93 0:00,Ohio,,Take-off run,Day,Medium,Unknown bird - medium
MILITARY,C-141B,CHARLESTON AFB/INTL ARPT,0,0,0,None,8/9/93 0:00,South Carolina,100.0,Take-off run,Day,Medium,Unknown bird or bat
US AIRWAYS*,B-737-200,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,8/9/93 0:00,North Carolina,135.0,Climb,Dusk,Small,Mourning dove
MESA AIRLINES,BE-1900,EPPLEY AIRFIELD,0,0,0,None,8/10/93 0:00,Nebraska,150.0,Climb,Day,Large,Unknown bird - large
SOUTHWEST AIRLINES,B-737-200,HOUSTON-HOBBY,0,0,0,Medium,8/10/93 0:00,Texas,,Climb,Day,Medium,Unknown bird - medium
PINNACLE,BA-31 JETSTR,MEMPHIS INTL,0,0,0,None,8/10/93 0:00,Tennessee,125.0,Approach,Dusk,Medium,American crow
AMERICAN AIRLINES,MD-82,NASHVILLE INTL,0,0,0,None,8/10/93 0:00,Tennessee,130.0,Landing Roll,Day,Small,Unknown bird - small
AMERICAN AIRLINES,DC-10-10,CHICAGO O'HARE INTL ARPT,0,0,0,None,8/11/93 0:00,Illinois,,Approach,Day,Medium,Unknown bird - medium
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,8/11/93 0:00,Louisiana,140.0,Approach,Day,Medium,Unknown bird or bat
DELTA AIR LINES,B-737,CHICAGO O'HARE INTL ARPT,0,0,0,None,8/12/93 0:00,Illinois,,Take-off run,Day,Medium,Ring-billed gull
UPS AIRLINES,B-757-200,LOUISVILLE INTL ARPT,0,0,0,Medium,8/13/93 0:00,Kentucky,95.0,Landing Roll,Day,Medium,Unknown bird - medium
DELTA AIR LINES,B-727,LOGAN INTL,0,0,0,None,8/13/93 0:00,Massachusetts,,Take-off run,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-727-200,NASHVILLE INTL,0,0,0,None,8/13/93 0:00,Tennessee,140.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-727-200,PHILADELPHIA INTL,0,0,0,None,8/13/93 0:00,Pennsylvania,200.0,Climb,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-727-200,NASHVILLE INTL,0,0,0,None,8/13/93 0:00,Tennessee,110.0,Take-off run,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-82,CHICAGO O'HARE INTL ARPT,0,0,0,None,8/14/93 0:00,Illinois,130.0,Approach,Dawn,Medium,Unknown bird - medium
ABX AIR,DC-9-40,ORLANDO INTL,0,0,0,None,8/14/93 0:00,Florida,,Approach,Day,Medium,Unknown bird - medium
TRANS WORLD AIRLINES,MD-80,LAMBERT-ST LOUIS INTL,0,0,0,None,8/14/93 0:00,Missouri,100.0,Approach,Dusk,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-767-200,JOHN F KENNEDY INTL,0,0,0,None,8/14/93 0:00,New York,270.0,Climb,Day,Small,Unknown bird - small
EXPRESSJET (CONTINENTAL EXPRS),EMB-120,GEORGE BUSH INTERCONTINENTAL,0,0,0,None,8/14/93 0:00,Texas,150.0,Climb,Day,Small,Unknown bird - small
DELTA AIR LINES,B-757-200,SALT LAKE CITY INTL,0,0,0,None,8/15/93 0:00,Utah,,Climb,Day,Medium,Unknown bird - medium
MILITARY,C-141B,CHARLESTON AFB/INTL ARPT,0,0,0,None,8/15/93 0:00,South Carolina,100.0,Take-off run,Day,Medium,Unknown bird or bat
US AIRWAYS*,DC-9-30,NEWARK LIBERTY INTL ARPT,0,0,0,None,8/15/93 0:00,New Jersey,140.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/15/93 0:00,Texas,135.0,Approach,Day,Small,Unknown bird - small
DELTA AIR LINES,B-737-200,PHOENIX SKY HARBOR,0,0,0,None,8/16/93 0:00,Arizona,130.0,Approach,Night,Medium,Unknown bird - medium
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,8/16/93 0:00,Louisiana,160.0,Approach,Night,Medium,Unknown bird or bat
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,8/16/93 0:00,Louisiana,180.0,Approach,Night,Medium,Unknown bird or bat
BUSINESS,BE-58  BARON,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,8/16/93 0:00,North Carolina,160.0,Approach,Night,Small,Unknown bird - small
DELTA AIR LINES,B-737,HOUSTON-HOBBY,9577,0,9577,None,8/17/93 0:00,Texas,80.0,Take-off run,Day,Medium,Unknown bird - medium
MILITARY,C-141B,CHARLESTON AFB/INTL ARPT,0,0,0,None,8/18/93 0:00,South Carolina,100.0,Climb,Day,Medium,Unknown bird or bat
MILITARY,C-141B,CHARLESTON AFB/INTL ARPT,0,0,0,None,8/18/93 0:00,South Carolina,130.0,Climb,Day,Medium,Unknown bird or bat
MILITARY,C-141B,CHARLESTON AFB/INTL ARPT,0,0,0,None,8/18/93 0:00,South Carolina,130.0,Climb,Day,Medium,Unknown bird or bat
AMERICAN AIRLINES,MD-80,ATLANTA INTL,0,0,0,None,8/18/93 0:00,Georgia,140.0,Approach,Day,Small,Unknown bird - small
DELTA AIR LINES,MD-88,ATLANTA INTL,0,0,0,None,8/18/93 0:00,Georgia,120.0,Landing Roll,Day,Small,Unknown bird - small
DELTA AIR LINES,B-727,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,8/18/93 0:00,Kentucky,100.0,Landing Roll,Day,Small,Rock pigeon
AIR CANADA,EMB-120,WASHINGTON DULLES INTL ARPT,0,0,0,None,8/19/93 0:00,DC,120.0,Approach,Night,Small,Unknown bird - small
ATLANTIC COAST AIRLINES,BA-31 JETSTR,ORLANDO INTL,0,0,0,None,8/20/93 0:00,Florida,,Taxi,Day,Large,Great blue heron
AMERICAN AIRLINES,B-757-200,LOGAN INTL,0,0,0,None,8/20/93 0:00,Massachusetts,130.0,Take-off run,Day,Medium,Unknown bird - medium
MILITARY,C-141B,CHARLESTON AFB/INTL ARPT,0,0,0,None,8/20/93 0:00,South Carolina,135.0,Take-off run,Day,Medium,Unknown bird or bat
